,id,service_id,branch_id,time_taken,request_time,rating
9861,9862,2,89,12,Day-Off-Peak,5
9862,9863,1,66,2,Night,5
9863,9864,2,75,13,Night,4
9864,9865,2,54,13,Day-Peak,5
9865,9866,1,18,3,Night,4
9866,9867,4,74,10,Night,4
9867,9868,1,16,3,Day-Peak,3
9868,9869,3,67,8,Night,3
9869,9870,2,91,13,Night,5
9870,9871,3,46,7,Day-Off-Peak,4
9871,9872,3,77,6,Day-Off-Peak,4
9872,9873,2,33,12,Night,5
9873,9874,1,43,2,Night,4
9874,9875,1,8,2,Night,4
9875,9876,1,31,2,Night,4
9876,9877,2,65,13,Night,5
9877,9878,3,40,7,Day-Peak,5
9878,9879,3,51,8,Day-Peak,4
9879,9880,1,36,4,Night,4
9880,9881,3,78,7,Day-Peak,4
9881,9882,3,54,7,Day-Peak,5
9882,9883,3,67,6,Day-Off-Peak,4
9883,9884,3,93,6,Day-Peak,4
9884,9885,2,35,13,Day-Peak,4
9885,9886,2,16,13,Day-Off-Peak,4
9886,9887,1,2,2,Night,5
9887,9888,3,96,8,Day-Peak,3
9888,9889,3,60,7,Day-Off-Peak,4
9889,9890,3,81,7,Night,4
9890,9891,3,23,8,Day-Off-Peak,4
9891,9892,3,70,7,Day-Off-Peak,5
9892,9893,1,49,2,Night,5
9893,9894,3,27,7,Day-Off-Peak,4
9894,9895,4,64,9,Night,4
9895,9896,1,4,3,Day-Peak,3
9896,9897,2,71,13,Day-Peak,5
9897,9898,2,60,12,Night,4
9898,9899,4,90,10,Night,4
9899,9900,3,91,7,Night,5
9900,9901,1,27,3,Night,3
9901,9902,2,55,16,Day-Peak,3
9902,9903,1,44,5,Day-Peak,4
9903,9904,3,84,7,Night,5
9904,9905,3,10,7,Day-Off-Peak,5
9905,9906,3,45,7,Night,4
9906,9907,1,38,1,Day-Peak,4
9907,9908,3,54,7,Day-Peak,5
9908,9909,2,23,12,Day-Off-Peak,5
9909,9910,3,53,7,Night,4
9910,9911,2,26,14,Day-Off-Peak,4
9911,9912,1,58,2,Day-Off-Peak,5
9912,9913,3,49,8,Day-Peak,4
9913,9914,1,4,1,Night,4
9914,9915,1,33,3,Night,4
9915,9916,4,94,8,Day-Peak,5
9916,9917,1,34,3,Day-Peak,4
9917,9918,3,58,6,Day-Peak,5
9918,9919,3,42,7,Day-Off-Peak,5
9919,9920,2,77,13,Day-Peak,4
9920,9921,2,91,13,Day-Off-Peak,5
9921,9922,2,33,12,Day-Peak,5
9922,9923,2,56,15,Day-Off-Peak,3
9923,9924,1,23,2,Day-Peak,5
9924,9925,2,20,13,Night,4
9925,9926,3,19,7,Day-Peak,5
9926,9927,1,6,2,Day-Off-Peak,5
9927,9928,1,11,1,Day-Peak,4
9928,9929,3,55,6,Day-Peak,4
9929,9930,2,23,13,Day-Off-Peak,5
9930,9931,1,26,2,Night,5
9931,9932,1,27,2,Day-Off-Peak,4
9932,9933,4,92,8,Day-Off-Peak,4
9933,9934,2,65,13,Night,5
9934,9935,2,38,15,Night,3
9935,9936,3,28,7,Day-Peak,5
9936,9937,1,25,2,Day-Peak,5
9937,9938,3,97,7,Day-Off-Peak,4
9938,9939,3,59,7,Day-Peak,5
9939,9940,1,23,1,Night,5
9940,9941,3,87,6,Day-Off-Peak,4
9941,9942,1,60,4,Day-Off-Peak,3
9942,9943,3,52,6,Day-Off-Peak,4
9943,9944,3,75,7,Day-Peak,4
9944,9945,4,89,9,Day-Peak,5
9945,9946,2,30,14,Day-Peak,4
9946,9947,3,54,7,Day-Peak,5
9947,9948,1,57,2,Day-Off-Peak,4
9948,9949,2,21,13,Night,4
9949,9950,2,63,13,Day-Peak,4
9950,9951,1,8,3,Day-Off-Peak,3
9951,9952,2,11,13,Night,4
9952,9953,2,62,14,Day-Off-Peak,4
9953,9954,3,78,7,Day-Peak,4
9954,9955,3,55,7,Night,4
9955,9956,3,66,7,Night,5
9956,9957,4,95,9,Day-Off-Peak,4
9957,9958,3,80,7,Day-Peak,4
9958,9959,1,10,4,Day-Off-Peak,4
9959,9960,2,26,13,Night,5
9960,9961,1,14,1,Night,4
9961,9962,2,21,14,Day-Peak,3
9962,9963,1,26,2,Day-Peak,5
9963,9964,1,9,3,Day-Off-Peak,3
9964,9965,1,20,2,Day-Off-Peak,4
9965,9966,3,55,12,Day-Off-Peak,3
9966,9967,1,31,2,Day-Peak,4
9967,9968,1,69,2,Day-Peak,5
9968,9969,1,14,2,Night,4
9969,9970,3,82,7,Day-Off-Peak,5
9970,9971,1,44,2,Day-Peak,5
9971,9972,3,68,6,Day-Off-Peak,5
9972,9973,1,45,2,Day-Peak,4
9973,9974,1,47,2,Day-Off-Peak,4
9974,9975,1,22,1,Night,5
9975,9976,4,93,8,Day-Off-Peak,4
9976,9977,4,87,12,Night,3
9977,9978,4,99,9,Day-Off-Peak,4
9978,9979,1,65,5,Night,4
9979,9980,4,66,9,Night,5
9980,9981,1,1,4,Day-Peak,3
9981,9982,3,59,7,Day-Off-Peak,5
9982,9983,1,22,2,Night,5
9983,9984,3,77,8,Day-Peak,3
9984,9985,3,83,8,Day-Peak,3
9985,9986,1,13,3,Night,4
9986,9987,3,41,7,Day-Peak,4
9987,9988,4,89,9,Day-Peak,5
9988,9989,3,28,6,Night,5
9989,9990,1,57,2,Day-Peak,4
9990,9991,3,97,7,Night,4
9991,9992,1,57,3,Day-Peak,3
9992,9993,3,74,7,Night,5
9993,9994,2,21,14,Day-Peak,3
9994,9995,4,91,9,Day-Peak,5
9995,9996,3,82,8,Night,4
9996,9997,1,26,2,Night,5
9997,9998,1,19,2,Night,5
9998,9999,4,69,8,Day-Off-Peak,5
9999,10000,2,63,14,Night,3
10000,10001,1,48,2,Day-Peak,4
10001,10002,2,61,13,Day-Off-Peak,5
10002,10003,1,44,2,Day-Peak,5
10003,10004,3,55,11,Day-Off-Peak,3
10004,10005,1,67,6,Day-Peak,3
10005,10006,3,72,6,Day-Off-Peak,5
10006,10007,3,70,7,Night,5
10007,10008,3,98,6,Day-Off-Peak,5
10008,10009,3,24,6,Day-Peak,4
10009,10010,1,65,1,Day-Off-Peak,5
10010,10011,4,91,9,Day-Off-Peak,5
10011,10012,2,34,12,Day-Off-Peak,5
10012,10013,1,46,2,Day-Off-Peak,4
10013,10014,4,91,9,Night,5
10014,10015,2,69,13,Night,5
10015,10016,1,23,3,Night,4
10016,10017,2,79,12,Day-Off-Peak,5
10017,10018,3,59,8,Day-Off-Peak,4
10018,10019,4,90,8,Day-Peak,5
10019,10020,3,66,9,Day-Off-Peak,4
10020,10021,2,43,13,Day-Peak,4
10021,10022,3,45,6,Day-Peak,4
10022,10023,4,87,21,Night,3
10023,10024,2,55,14,Day-Peak,3
10024,10025,1,55,1,Day-Peak,4
10025,10026,3,34,7,Night,5
10026,10027,2,91,14,Night,4
10027,10028,4,82,9,Night,5
10028,10029,2,45,13,Day-Peak,4
10029,10030,1,69,4,Day-Peak,4
10030,10031,1,40,2,Night,5
10031,10032,2,33,16,Day-Peak,4
10032,10033,2,70,19,Day-Off-Peak,4
10033,10034,2,48,13,Day-Peak,4
10034,10035,1,33,2,Day-Off-Peak,5
10035,10036,1,5,2,Day-Off-Peak,4
10036,10037,2,47,13,Day-Off-Peak,4
10037,10038,1,67,4,Day-Peak,3
10038,10039,1,15,2,Day-Peak,4
10039,10040,2,50,16,Day-Off-Peak,3
10040,10041,4,96,9,Night,4
10041,10042,1,1,2,Night,4
10042,10043,3,27,7,Day-Peak,4
10043,10044,3,59,6,Night,5
10044,10045,3,93,8,Day-Off-Peak,3
10045,10046,3,73,8,Day-Off-Peak,4
10046,10047,1,9,7,Day-Peak,3
10047,10048,4,100,9,Day-Off-Peak,4
10048,10049,2,75,14,Day-Peak,3
10049,10050,1,21,2,Day-Peak,4
10050,10051,3,91,7,Day-Peak,5
10051,10052,1,6,1,Night,5
10052,10053,1,37,2,Day-Peak,5
10053,10054,1,16,1,Night,4
10054,10055,2,51,13,Day-Peak,5
10055,10056,1,15,3,Night,3
10056,10057,2,16,13,Night,4
10057,10058,2,70,13,Day-Peak,5
10058,10059,1,21,4,Night,3
10059,10060,1,65,2,Day-Peak,5
10060,10061,3,42,8,Day-Peak,4
10061,10062,1,30,1,Day-Peak,5
10062,10063,3,74,8,Day-Peak,4
10063,10064,1,17,3,Night,3
10064,10065,4,69,9,Night,5
10065,10066,1,2,1,Night,5
10066,10067,2,26,12,Day-Peak,5
10067,10068,1,17,1,Day-Peak,4
10068,10069,3,40,6,Day-Peak,5
10069,10070,1,34,2,Day-Off-Peak,5
10070,10071,1,2,1,Night,5
10071,10072,2,85,13,Day-Off-Peak,4
10072,10073,1,5,5,Day-Peak,3
10073,10074,4,82,10,Night,4
10074,10075,2,21,13,Night,4
10075,10076,1,11,2,Night,4
10076,10077,2,50,15,Night,3
10077,10078,1,22,2,Day-Off-Peak,5
10078,10079,1,3,2,Night,5
10079,10080,1,66,3,Day-Off-Peak,4
10080,10081,2,60,13,Night,4
10081,10082,3,90,6,Day-Peak,5
10082,10083,3,69,7,Day-Peak,5
10083,10084,3,38,8,Night,3
10084,10085,3,70,7,Day-Peak,5
10085,10086,1,27,1,Night,4
10086,10087,3,71,8,Day-Off-Peak,4
10087,10088,1,41,2,Day-Peak,4
10088,10089,1,53,2,Night,4
10089,10090,4,100,11,Day-Peak,3
10090,10091,2,62,14,Night,4
10091,10092,1,52,3,Day-Peak,3
10092,10093,1,52,2,Day-Off-Peak,4
10093,10094,1,7,1,Day-Peak,4
10094,10095,4,98,8,Day-Off-Peak,5
10095,10096,1,13,1,Day-Peak,5
10096,10097,2,69,14,Night,4
10097,10098,3,88,8,Day-Off-Peak,3
10098,10099,1,15,2,Day-Off-Peak,4
10099,10100,2,17,14,Night,3
10100,10101,3,92,6,Day-Off-Peak,4
10101,10102,3,97,7,Day-Peak,4
10102,10103,4,94,10,Day-Peak,4
10103,10104,2,43,14,Night,3
10104,10105,3,91,7,Night,5
10105,10106,1,24,2,Day-Peak,4
10106,10107,3,79,7,Day-Off-Peak,5
10107,10108,1,1,1,Day-Off-Peak,4
10108,10109,2,16,12,Day-Off-Peak,4
10109,10110,3,56,7,Day-Peak,4
10110,10111,2,19,13,Night,5
10111,10112,2,22,14,Day-Off-Peak,4
10112,10113,1,35,3,Day-Off-Peak,3
10113,10114,2,54,14,Night,4
10114,10115,1,16,3,Day-Off-Peak,3
10115,10116,1,3,3,Night,4
10116,10117,2,35,14,Day-Off-Peak,3
10117,10118,2,12,13,Day-Peak,4
10118,10119,1,53,2,Night,4
10119,10120,1,11,2,Day-Peak,4
10120,10121,3,29,8,Night,4
10121,10122,1,36,2,Day-Peak,5
10122,10123,3,96,10,Day-Peak,3
10123,10124,3,67,7,Night,4
10124,10125,3,67,8,Day-Peak,3
10125,10126,3,45,7,Night,4
10126,10127,2,71,16,Night,4
10127,10128,3,29,10,Day-Peak,4
10128,10129,2,78,12,Night,4
10129,10130,1,31,2,Night,4
10130,10131,3,71,10,Night,4
10131,10132,2,20,13,Night,4
10132,10133,1,3,2,Day-Peak,5
10133,10134,4,96,8,Day-Off-Peak,4
10134,10135,1,27,1,Night,4
10135,10136,1,6,2,Day-Peak,5
10136,10137,1,28,3,Day-Peak,4
10137,10138,2,60,13,Day-Off-Peak,4
10138,10139,3,26,8,Night,4
10139,10140,4,96,10,Night,3
10140,10141,1,10,1,Day-Peak,5
10141,10142,2,67,14,Day-Peak,3
10142,10143,4,93,9,Night,4
10143,10144,2,39,13,Day-Peak,4
10144,10145,2,66,13,Day-Peak,5
10145,10146,2,85,13,Day-Off-Peak,4
10146,10147,1,35,2,Night,4
10147,10148,1,7,2,Day-Peak,4
10148,10149,2,52,12,Day-Off-Peak,4
10149,10150,2,30,14,Day-Off-Peak,4
10150,10151,2,36,13,Day-Off-Peak,5
10151,10152,1,5,2,Night,4
10152,10153,3,68,6,Day-Off-Peak,5
10153,10154,1,15,1,Day-Peak,4
10154,10155,3,79,6,Day-Off-Peak,5
10155,10156,4,95,9,Day-Off-Peak,4
10156,10157,3,60,6,Day-Off-Peak,4
10157,10158,2,31,13,Day-Off-Peak,4
10158,10159,3,93,7,Day-Off-Peak,4
10159,10160,2,31,14,Day-Off-Peak,3
10160,10161,2,12,13,Night,4
10161,10162,2,8,13,Day-Peak,4
10162,10163,4,94,17,Day-Off-Peak,4
10163,10164,1,50,6,Day-Peak,3
10164,10165,2,30,12,Night,5
10165,10166,1,13,1,Night,5
10166,10167,1,28,1,Day-Off-Peak,5
10167,10168,2,39,13,Night,4
10168,10169,3,72,7,Day-Off-Peak,5
10169,10170,2,21,13,Day-Peak,4
10170,10171,3,98,8,Night,4
10171,10172,3,57,7,Day-Off-Peak,4
10172,10173,4,91,9,Night,5
10173,10174,1,23,3,Night,4
10174,10175,3,85,6,Day-Off-Peak,4
10175,10176,1,13,1,Day-Peak,5
10176,10177,3,86,9,Day-Off-Peak,3
10177,10178,3,57,7,Day-Peak,4
10178,10179,1,11,2,Day-Off-Peak,4
10179,10180,3,88,6,Night,4
10180,10181,1,40,1,Day-Off-Peak,5
10181,10182,4,96,10,Day-Off-Peak,3
10182,10183,2,58,20,Day-Peak,4
10183,10184,1,22,3,Day-Off-Peak,4
10184,10185,1,1,4,Day-Peak,3
10185,10186,3,65,7,Night,5
10186,10187,2,70,13,Night,5
10187,10188,4,87,10,Day-Off-Peak,3
10188,10189,2,60,12,Night,4
10189,10190,2,14,14,Day-Peak,3
10190,10191,2,25,12,Night,5
10191,10192,2,60,15,Day-Peak,3
10192,10193,4,89,14,Night,4
10193,10194,2,26,14,Day-Off-Peak,4
10194,10195,4,86,9,Day-Off-Peak,4
10195,10196,3,69,7,Night,5
10196,10197,1,31,2,Night,4
10197,10198,3,65,7,Night,5
10198,10199,2,67,14,Day-Peak,3
10199,10200,1,16,1,Day-Off-Peak,4
10200,10201,1,46,2,Day-Off-Peak,4
10201,10202,1,7,2,Day-Off-Peak,4
10202,10203,2,19,13,Day-Off-Peak,5
10203,10204,1,65,2,Night,5
10204,10205,2,76,13,Day-Off-Peak,4
10205,10206,1,1,3,Day-Peak,3
10206,10207,2,73,13,Day-Peak,5
10207,10208,2,41,13,Night,4
10208,10209,3,29,6,Day-Off-Peak,5
10209,10210,3,32,7,Day-Off-Peak,5
10210,10211,3,39,7,Day-Off-Peak,4
10211,10212,3,44,7,Night,5
10212,10213,3,78,6,Night,4
10213,10214,2,60,13,Night,4
10214,10215,3,52,7,Day-Off-Peak,4
10215,10216,3,51,7,Night,5
10216,10217,2,57,13,Day-Off-Peak,4
10217,10218,1,10,3,Day-Peak,4
10218,10219,1,1,2,Night,4
10219,10220,1,75,8,Day-Off-Peak,3
10220,10221,2,65,12,Day-Off-Peak,5
10221,10222,1,44,2,Day-Off-Peak,5
10222,10223,2,37,12,Night,5
10223,10224,1,32,1,Day-Off-Peak,5
10224,10225,4,86,9,Night,4
10225,10226,2,64,19,Night,3
10226,10227,3,69,7,Night,5
10227,10228,1,4,2,Day-Peak,4
10228,10229,1,49,1,Day-Off-Peak,5
10229,10230,1,15,2,Day-Off-Peak,4
10230,10231,2,79,16,Day-Peak,4
10231,10232,2,26,15,Day-Peak,4
10232,10233,1,22,3,Day-Off-Peak,4
10233,10234,1,17,2,Day-Off-Peak,4
10234,10235,3,84,8,Day-Off-Peak,4
10235,10236,1,16,2,Night,4
10236,10237,1,15,2,Day-Peak,4
10237,10238,2,26,14,Night,4
10238,10239,2,46,13,Day-Peak,4
10239,10240,1,61,2,Day-Peak,5
10240,10241,4,66,9,Night,5
10241,10242,3,22,6,Day-Peak,5
10242,10243,1,35,3,Day-Peak,3
10243,10244,2,65,15,Night,4
10244,10245,2,23,12,Day-Peak,5
10245,10246,1,92,1,Day-Off-Peak,4
10246,10247,3,92,6,Day-Peak,4
10247,10248,3,53,8,Day-Peak,3
10248,10249,1,23,2,Day-Peak,5
10249,10250,1,79,3,Day-Off-Peak,4
10250,10251,2,80,12,Day-Peak,4
10251,10252,1,4,2,Day-Peak,4
10252,10253,2,32,13,Day-Peak,5
10253,10254,1,47,2,Night,4
10254,10255,1,30,6,Night,4
10255,10256,4,98,9,Day-Peak,5
10256,10257,2,91,14,Night,4
10257,10258,2,48,15,Night,3
10258,10259,4,93,9,Night,4
10259,10260,4,76,9,Day-Peak,4
10260,10261,4,98,9,Night,5
10261,10262,1,13,1,Day-Peak,5
10262,10263,1,8,2,Night,4
10263,10264,2,68,13,Night,5
10264,10265,2,38,13,Day-Off-Peak,4
10265,10266,3,61,7,Day-Off-Peak,5
10266,10267,2,34,13,Night,5
10267,10268,1,30,2,Day-Peak,5
10268,10269,4,76,9,Day-Peak,4
10269,10270,1,8,7,Day-Peak,3
10270,10271,1,61,4,Day-Peak,4
10271,10272,1,17,2,Night,4
10272,10273,1,40,3,Day-Off-Peak,4
10273,10274,2,82,13,Day-Peak,5
10274,10275,1,59,1,Night,5
10275,10276,1,33,3,Day-Peak,4
10276,10277,3,56,7,Night,4
10277,10278,2,64,12,Night,4
10278,10279,1,27,2,Night,4
10279,10280,1,55,2,Day-Peak,4
10280,10281,2,28,13,Day-Off-Peak,5
10281,10282,2,67,13,Night,4
10282,10283,1,19,2,Night,5
10283,10284,1,17,2,Day-Peak,4
10284,10285,2,18,13,Day-Off-Peak,5
10285,10286,1,19,1,Day-Peak,5
10286,10287,3,66,7,Day-Peak,5
10287,10288,2,65,15,Day-Peak,4
10288,10289,1,24,2,Day-Off-Peak,4
10289,10290,1,39,2,Night,4
10290,10291,2,42,14,Day-Peak,4
10291,10292,2,42,12,Night,5
10292,10293,1,75,3,Day-Off-Peak,3
10293,10294,2,76,13,Day-Peak,4
10294,10295,2,27,13,Day-Peak,4
10295,10296,2,26,14,Night,4
10296,10297,3,43,7,Night,4
10297,10298,1,8,2,Day-Off-Peak,4
10298,10299,1,40,2,Day-Off-Peak,5
10299,10300,4,86,9,Day-Off-Peak,4
10300,10301,1,52,2,Night,4
10301,10302,3,90,6,Night,5
10302,10303,3,71,7,Night,5
10303,10304,1,29,2,Day-Off-Peak,5
10304,10305,3,96,7,Day-Off-Peak,4
10305,10306,3,40,9,Day-Off-Peak,4
10306,10307,3,85,6,Day-Off-Peak,4
10307,10308,3,85,6,Day-Off-Peak,4
10308,10309,1,1,3,Day-Peak,3
10309,10310,2,99,12,Day-Off-Peak,4
10310,10311,1,11,2,Night,4
10311,10312,4,51,9,Day-Off-Peak,5
10312,10313,3,88,7,Night,4
10313,10314,3,90,12,Day-Off-Peak,4
10314,10315,2,55,13,Day-Off-Peak,4
10315,10316,2,19,15,Day-Peak,4
10316,10317,2,78,13,Day-Off-Peak,4
10317,10318,3,88,7,Day-Off-Peak,4
10318,10319,1,85,2,Day-Off-Peak,4
10319,10320,1,70,2,Day-Peak,5
10320,10321,2,71,13,Day-Off-Peak,5
10321,10322,3,87,7,Day-Off-Peak,4
10322,10323,2,76,12,Night,4
10323,10324,1,76,3,Day-Off-Peak,3
10324,10325,1,43,2,Night,4
10325,10326,4,48,9,Day-Off-Peak,4
10326,10327,1,45,1,Day-Peak,4
10327,10328,1,49,1,Night,5
10328,10329,2,84,14,Day-Off-Peak,4
10329,10330,1,38,3,Day-Off-Peak,3
10330,10331,1,16,5,Day-Peak,3
10331,10332,3,56,7,Day-Off-Peak,4
10332,10333,1,11,2,Day-Off-Peak,4
10333,10334,2,52,12,Day-Off-Peak,4
10334,10335,1,26,4,Day-Peak,4
10335,10336,2,75,13,Night,4
10336,10337,1,54,2,Day-Off-Peak,5
10337,10338,4,89,11,Night,4
10338,10339,4,79,10,Day-Off-Peak,4
10339,10340,4,73,9,Day-Off-Peak,5
10340,10341,2,61,12,Day-Off-Peak,5
10341,10342,3,55,8,Night,3
10342,10343,1,39,1,Night,4
10343,10344,2,80,12,Day-Off-Peak,4
10344,10345,1,58,2,Night,5
10345,10346,1,53,1,Day-Peak,4
10346,10347,1,15,3,Night,3
10347,10348,1,33,6,Day-Peak,4
10348,10349,4,99,10,Day-Peak,3
10349,10350,2,33,13,Night,5
10350,10351,1,65,1,Day-Peak,5
10351,10352,1,20,3,Night,3
10352,10353,1,8,2,Day-Peak,4
10353,10354,2,34,15,Night,4
10354,10355,1,18,4,Day-Peak,4
10355,10356,1,60,2,Night,4
10356,10357,1,14,1,Day-Off-Peak,4
10357,10358,2,4,13,Day-Off-Peak,4
10358,10359,1,42,3,Night,4
10359,10360,1,33,2,Day-Peak,5
10360,10361,1,51,2,Day-Peak,5
10361,10362,1,51,2,Night,5
10362,10363,2,79,15,Night,4
10363,10364,1,49,2,Day-Off-Peak,5
10364,10365,4,100,10,Day-Peak,3
10365,10366,2,62,13,Day-Off-Peak,5
10366,10367,4,81,9,Night,4
10367,10368,1,47,2,Night,4
10368,10369,2,47,13,Day-Off-Peak,4
10369,10370,3,78,7,Day-Off-Peak,4
10370,10371,1,51,2,Day-Off-Peak,5
10371,10372,1,73,3,Day-Peak,4
10372,10373,4,94,9,Day-Peak,5
10373,10374,1,1,1,Day-Peak,4
10374,10375,3,31,8,Night,3
10375,10376,2,30,13,Day-Off-Peak,5
10376,10377,3,71,7,Night,5
10377,10378,3,97,8,Day-Peak,3
10378,10379,4,73,9,Day-Peak,5
10379,10380,3,43,7,Day-Peak,4
10380,10381,2,73,13,Night,5
10381,10382,4,87,9,Day-Peak,4
10382,10383,1,54,2,Day-Peak,5
10383,10384,2,43,14,Day-Peak,3
10384,10385,3,17,9,Night,3
10385,10386,2,46,14,Day-Peak,3
10386,10387,2,19,13,Day-Off-Peak,5
10387,10388,1,4,2,Day-Off-Peak,4
10388,10389,2,79,13,Day-Off-Peak,5
10389,10390,1,23,1,Night,5
10390,10391,2,38,12,Night,4
10391,10392,1,39,2,Day-Off-Peak,4
10392,10393,1,76,2,Day-Off-Peak,4
10393,10394,2,24,12,Night,4
10394,10395,1,84,2,Night,5
10395,10396,2,27,15,Day-Off-Peak,3
10396,10397,3,52,13,Day-Peak,3
10397,10398,1,17,2,Day-Peak,4
10398,10399,1,5,2,Night,4
10399,10400,2,12,13,Day-Off-Peak,4
10400,10401,2,61,15,Day-Off-Peak,4
10401,10402,2,21,14,Night,3
10402,10403,1,12,2,Day-Off-Peak,4
10403,10404,3,18,6,Day-Off-Peak,5
10404,10405,1,18,2,Day-Peak,5
10405,10406,3,7,6,Night,4
10406,10407,1,24,4,Night,3
10407,10408,2,35,13,Day-Off-Peak,4
10408,10409,1,31,2,Day-Off-Peak,4
10409,10410,2,12,13,Night,4
10410,10411,2,22,12,Night,5
10411,10412,4,45,9,Day-Peak,4
10412,10413,2,23,16,Night,4
10413,10414,4,93,11,Day-Peak,3
10414,10415,1,25,1,Day-Off-Peak,5
10415,10416,3,91,8,Day-Peak,4
10416,10417,1,84,3,Day-Peak,4
10417,10418,3,88,8,Night,3
10418,10419,2,17,12,Day-Peak,4
10419,10420,3,78,7,Day-Off-Peak,4
10420,10421,4,98,8,Night,5
10421,10422,1,65,2,Day-Off-Peak,5
10422,10423,2,63,15,Night,3
10423,10424,1,46,1,Night,4
10424,10425,1,10,2,Day-Off-Peak,5
10425,10426,2,30,13,Night,5
10426,10427,1,13,4,Night,4
10427,10428,2,72,13,Night,5
10428,10429,2,66,14,Night,4
10429,10430,1,22,2,Day-Off-Peak,5
10430,10431,4,96,9,Day-Off-Peak,4
10431,10432,2,77,13,Night,4
10432,10433,1,8,7,Night,3
10433,10434,4,64,9,Day-Off-Peak,4
10434,10435,1,69,4,Night,4
10435,10436,1,7,2,Day-Off-Peak,4
10436,10437,2,78,13,Day-Off-Peak,4
10437,10438,2,83,13,Day-Peak,4
10438,10439,1,25,2,Day-Peak,5
10439,10440,3,53,7,Day-Peak,4
10440,10441,4,44,8,Day-Peak,5
10441,10442,4,97,10,Day-Peak,3
10442,10443,1,5,4,Night,3
10443,10444,4,95,8,Day-Peak,4
10444,10445,1,25,3,Day-Peak,4
10445,10446,1,22,2,Day-Peak,5
10446,10447,2,21,13,Night,4
10447,10448,3,90,6,Day-Off-Peak,5
10448,10449,3,67,6,Day-Peak,4
10449,10450,2,59,12,Day-Peak,5
10450,10451,1,22,1,Day-Peak,5
10451,10452,1,46,2,Day-Off-Peak,4
10452,10453,3,69,6,Day-Off-Peak,5
10453,10454,3,48,8,Day-Peak,3
10454,10455,1,8,1,Night,4
10455,10456,2,39,22,Day-Peak,3
10456,10457,1,1,3,Day-Off-Peak,3
10457,10458,1,3,2,Day-Peak,5
10458,10459,3,76,7,Night,4
10459,10460,3,96,8,Day-Peak,3
10460,10461,3,52,7,Day-Peak,4
10461,10462,2,81,13,Day-Peak,4
10462,10463,3,68,7,Night,5
10463,10464,1,50,2,Day-Peak,4
10464,10465,4,35,9,Night,4
10465,10466,4,42,9,Day-Off-Peak,5
10466,10467,1,20,1,Day-Off-Peak,4
10467,10468,1,42,2,Day-Peak,5
10468,10469,1,30,2,Day-Off-Peak,5
10469,10470,1,6,2,Night,5
10470,10471,1,4,2,Day-Peak,4
10471,10472,1,25,3,Day-Peak,4
10472,10473,1,7,2,Day-Peak,4
10473,10474,3,94,9,Day-Peak,4
10474,10475,2,24,13,Day-Off-Peak,4
10475,10476,2,32,13,Day-Off-Peak,5
10476,10477,2,71,14,Day-Off-Peak,4
10477,10478,3,46,8,Day-Off-Peak,3
10478,10479,3,72,7,Night,5
10479,10480,4,49,9,Day-Peak,5
10480,10481,1,11,2,Day-Peak,4
10481,10482,1,20,2,Night,4
10482,10483,1,19,4,Day-Peak,4
10483,10484,3,87,7,Day-Off-Peak,4
10484,10485,1,59,3,Night,4
10485,10486,3,54,7,Night,5
10486,10487,1,23,3,Day-Peak,4
10487,10488,1,4,3,Day-Off-Peak,3
10488,10489,2,23,13,Night,5
10489,10490,1,8,2,Day-Peak,4
10490,10491,1,1,2,Day-Off-Peak,4
10491,10492,2,53,13,Night,4
10492,10493,3,86,7,Night,4
10493,10494,2,41,14,Day-Off-Peak,3
10494,10495,2,23,16,Night,4
10495,10496,1,54,2,Night,5
10496,10497,4,90,9,Day-Peak,5
10497,10498,3,81,8,Day-Peak,3
10498,10499,1,34,3,Night,4
10499,10500,1,19,1,Day-Peak,5
10500,10501,3,12,7,Day-Off-Peak,4
10501,10502,1,43,2,Day-Peak,4
10502,10503,4,61,9,Day-Off-Peak,5
10503,10504,2,33,13,Night,5
10504,10505,2,44,14,Day-Peak,4
10505,10506,1,64,1,Night,4
10506,10507,4,87,10,Day-Off-Peak,3
10507,10508,2,7,12,Day-Peak,4
10508,10509,3,47,7,Night,4
10509,10510,3,91,7,Day-Off-Peak,5
10510,10511,3,44,6,Day-Off-Peak,5
10511,10512,3,36,7,Day-Off-Peak,5
10512,10513,1,20,3,Day-Off-Peak,3
10513,10514,3,77,7,Day-Off-Peak,4
10514,10515,1,39,1,Night,4
10515,10516,2,28,13,Day-Peak,5
10516,10517,3,26,7,Night,5
10517,10518,4,86,9,Day-Peak,4
10518,10519,4,90,9,Night,5
10519,10520,2,46,12,Night,4
10520,10521,4,67,9,Day-Peak,4
10521,10522,4,93,10,Day-Peak,3
10522,10523,3,51,7,Day-Peak,5
10523,10524,3,48,8,Day-Peak,3
10524,10525,1,9,4,Day-Peak,3
10525,10526,3,71,7,Night,5
10526,10527,3,41,8,Day-Off-Peak,3
10527,10528,1,57,3,Day-Off-Peak,3
10528,10529,1,67,1,Day-Off-Peak,4
10529,10530,2,55,14,Night,3
10530,10531,3,48,7,Night,4
10531,10532,2,80,12,Day-Peak,4
10532,10533,2,24,13,Day-Peak,4
10533,10534,3,56,7,Day-Peak,4
10534,10535,1,1,1,Night,4
10535,10536,2,18,18,Day-Off-Peak,4
10536,10537,1,24,2,Night,4
10537,10538,3,57,8,Night,3
10538,10539,4,85,8,Night,4
10539,10540,2,87,13,Day-Off-Peak,4
